timestamp,position_lat,position_long,distance,speed,altitude,heart_rate,cadence,power,temperature,dev_grd_pct,dev_ngp,vertical_speed
2026-07-10T21:32:10+00:00,,,0.0,,,,,,,,,
2026-07-10T21:32:11+00:00,37.46821828186512,126.94623174145818,,,,,,,,,,
2026-07-10T21:32:12+00:00,37.468211660161614,126.9462616648525,,,,87,,,,-0.25685563683509827,0.7536265254020691,
2026-07-10T21:32:13+00:00,37.46820168569684,126.94629829376936,,,,88,,,,0.02221270278096199,1.0407663583755493,
2026-07-10T21:32:14+00:00,37.468191711232066,126.94632670842111,,,,87,,,,0.23066407442092896,1.0480529069900513,
2026-07-10T21:32:15+00:00,37.468183329328895,126.94635503925383,,,,87,,,,0.2530302107334137,1.8253934383392334,
2026-07-10T21:32:16+00:00,37.46817327104509,126.94638831540942,,,,88,,,,0.3729235529899597,1.8328399658203125,
2026-07-10T21:32:17+00:00,37.46815667487681,126.94641496986151,,,,88,,,,0.41286149621009827,2.1902430057525635,
2026-07-10T21:32:18+00:00,37.46813831850886,126.94644330069423,20.0,,60.200000000000045,89,88,148,30,0.32047703862190247,2.1833550930023193,0.0
2026-07-10T21:32:19+00:00,37.46811828576028,126.94646500982344,23.0,2.54,60.0,90,88,140,30,0.19457747042179108,2.546492099761963,0.0
2026-07-10T21:32:20+00:00,37.46810001321137,126.94648831151426,26.0,2.54,60.0,91,88,163,30,0.1159404069185257,2.539783239364624,0.0
2026-07-10T21:32:21+00:00,37.468081740662456,126.94651496596634,29.0,2.76,60.200000000000045,90,88,164,30,0.034028831869363785,2.7531065940856934,0.0
2026-07-10T21:32:22+00:00,37.468061707913876,126.94654170423746,32.0,2.76,60.200000000000045,91,89,181,30,-0.038534943014383316,2.7464964389801025,0.0
2026-07-10T21:32:23+00:00,37.468041675165296,126.94656500592828,35.0,2.86,60.200000000000045,92,89,182,30,-0.10682574659585953,2.84993839263916,0.0
2026-07-10T21:32:24+00:00,37.46802172623575,126.946593336761,39.0,2.86,60.39999999999998,,89,192,30,-0.17652882635593414,2.8434395790100098,0.0
2026-07-10T21:32:25+00:00,37.4679983407259,126.94661999121308,42.0,2.98,60.39999999999998,93,89,193,30,-0.2372465580701828,2.9469685554504395,0.0
2026-07-10T21:32:26+00:00,37.46797503903508,126.94664496928453,45.0,2.98,60.60000000000002,,89,204,30,-0.1771288812160492,2.952744960784912,0.0
2026-07-10T21:32:27+00:00,37.4679499771446,126.94666667841375,48.0,3.16,60.60000000000002,97,89,208,30,-0.10974925011396408,3.14858078956604,0.0
2026-07-10T21:32:28+00:00,37.467928268015385,126.94668671116233,52.0,3.16,60.60000000000002,,89,226,30,-0.053133003413677216,3.154453754425049,0.0
2026-07-10T21:32:29+00:00,37.467906726524234,126.94670833647251,55.0,3.24,60.799999999999955,99,89,231,30,0.003397219581529498,3.2403647899627686,0.0
2026-07-10T21:32:30+00:00,37.467886693775654,126.94673172198236,58.0,3.24,61.0,101,89,240,30,0.058725982904434204,3.2463254928588867,0.0
2026-07-10T21:32:31+00:00,37.46786498464644,126.94675326347351,61.0,3.18,61.0,101,89,241,30,0.11634755879640579,3.1823015213012695,0.0
2026-07-10T21:32:32+00:00,37.467843275517225,126.94677329622209,64.0,3.18,61.200000000000045,102,89,239,30,0.1727287471294403,3.188321113586426,0.0
2026-07-10T21:32:33+00:00,37.46781997382641,126.94679332897067,67.0,3.14,61.39999999999998,102,89,242,30,0.23141281306743622,3.164393901824951,0.0
2026-07-10T21:32:34+00:00,37.46780002489686,126.94681168533862,70.0,3.14,61.39999999999998,102,89,239,30,0.3327578008174896,3.175276517868042,0.0
2026-07-10T21:32:35+00:00,37.46777672320604,126.94683004170656,73.0,3.12,61.60000000000002,,89,239,30,0.43668174743652344,3.1662654876708984,0.0
2026-07-10T21:32:36+00:00,37.467753337696195,126.94685166701674,76.0,3.12,61.60000000000002,105,89,240,30,0.5385745763778687,3.1773836612701416,0.0
2026-07-10T21:32:37+00:00,37.46773003600538,126.94687329232693,79.0,3.06,61.799999999999955,108,89,242,30,0.6531293392181396,3.1286823749542236,0.0
2026-07-10T21:32:38+00:00,37.46770673431456,126.94688997231424,82.0,3.06,62.0,108,89,237,30,0.7569160461425781,3.1400492191314697,0.02
2026-07-10T21:32:39+00:00,37.46767831966281,126.94690673612058,86.0,3.1,62.0,108,89,237,30,0.8524494171142578,3.1815104484558105,0.02
2026-07-10T21:32:40+00:00,37.46764998883009,126.94691997952759,89.0,3.1,62.200000000000045,106,89,240,30,0.9554342031478882,3.1931381225585938,0.02
2026-07-10T21:32:41+00:00,37.467619981616735,126.94692668505013,92.0,3.14,62.200000000000045,104,89,239,30,1.0446897745132446,3.2447826862335205,0.02
2026-07-10T21:32:42+00:00,37.46759173460305,126.9469300378114,96.0,3.14,62.39999999999998,106,89,241,30,1.2407877445220947,3.267761468887329,0.02
2026-07-10T21:32:43+00:00,37.467563319951296,126.94693498313427,99.0,3.18,62.39999999999998,108,89,239,30,1.4189484119415283,3.3310623168945312,0.04
2026-07-10T21:32:44+00:00,37.467538341879845,126.94693171419203,102.0,3.18,62.39999999999998,109,89,241,30,1.6123783588409424,3.3548765182495117,0.04
